Collector,Higher taxon,Taxon,miss mC,miss mT,miss  man-D,miss ped-D,miss_FL,miss_HL,mc,mpp,mmp,mdp,mt,ppp,pmp,pdp,h,f,Museum - Coll. #,locality,notes,Sex/age,pf-H,pf-w,m1-L,m1-W,m2-L,m2-W,hm1,hm2,hm3,hm4,hm5,m2-5 av,hpp1,hpp1-w,hpp2,hpp2-w,hpp3,hpp3-w,hpp4,hpp4-w,hpp5,hpp5-w,hpp2-5 av,hmp2,hmp3,hmp4,hmp5,hmp2-5 av,hdp1,hdp2,hdp3,hdp4,hdp5,hdp2-5 av,HU(AP),HU(ML),notes,fm1,fm2,fm3,fm4,fm5,fm2-5 av,fpp1,fpp1-w,fpp2,fpp2-w,fpp3,fpp3-w,fpp4,fpp4-w,fpp5,fpp5-w,fpp2-5 av,fmp2,fmp3,fmp4,fmp5,fmp2-5 av,fdp1,fdp2,fdp3,fdp4,fdp5,fdp2-5 av,FE(AP),FE(ML),GM,ln GM,BM,ln BM,Ast-w,CW,CD,,radius L,Ulna L,PI,BZ,md3 length,md4 length,md3/md4,mc3/mc4,mc2/mc3,pd3 length,pd4 length,pd3/pd4,mt3/mt4,pp2/pp4,md3 prehens,md4 prehens,pd3 prehens,pd4 prehens,mc/mt,md/pd,mt3/pp3,mt1/mt3,Mpp3/ip3,Ppp3/ip3
"Boyer, D",Platyrrhini,Lagothrix lagotricha,,,yes,yes,,,y,y,n,n,y,y,n,n,y,y,FMNH 70591,"Colombia, Putumayo",,f/prime,7.9,6.8,5.5,4.9,6.1,5.4,21.55,32.1,33.7,33.5,30.9,,na,na,26.47,3.82,30.1,3.9,30.2,4.07,26.2,3.14,,na,na,na,na,,na,na,na,na,na,,9.77,8.36,,29.5,41.9,42,41.33,41.1,,na,na,27.07,3.22,29.04,3.7,30.01,3.22,27.05,2.97,,na,na,na,na,,na,na,na,na,na,,10.06,10.6,,,,,11.2,10.5,7.6,,,,,,na,na,na,1.00597014925373,0.952522255192878,na,na,na,1.01621098475684,na,na,na,na,na,0.802380952380952,na,1.44628099173554,0.702380952380952,na,na
"Boyer, D",Platyrrhini,Lagothrix lagotricha,,,yes,yes,,,y,y,n,n,y,y,n,n,y,y,FMNH 70597,"Colombia, Putumayo",originally id'd as L. poeppigii,m/prime,7.9,6.1,4.88,4.5,5.5,4.77,21.11,32.07,34.05,33.4,31.2,,na,na,28.2,4.1,31.28,4.38,32.1,4.11,27.1,3.65,,na,na,na,na,,na,na,na,na,na,,9.84,10.2,,29.98,42.8,42.9,42.3,41.57,,na,na,27.7,3.86,28.94,3.6,29.4,3.94,27.01,3.34,,na,na,na,na,,na,na,na,na,na,,9.4,10.7,,,,,10.9,10.4,6.9,,,,,,na,na,na,1.01946107784431,0.941850220264317,na,na,na,1.01418439716312,na,na,na,na,na,0.793706293706294,na,1.48237733241189,0.698834498834499,na,na
,,Lagothrix lagotricha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.41,98.085,1.01320230338066,1.01251863381942,0.944274160917679,105.21,108.05,0.974276871268315,1.00917152718425,0.925327752933532,1.57486698072392,1.56521537193015,1.09922191612063,1.15887969924812,0.782141433010143,0.944683115026726,1.46291295425425,0.716410318712277,1.53642869366253,1.64935194448497
"Boyer, D",Platyrrhini,Lagothrix poeppigii,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 47317,zoo,,m/prime,8.02,7.14,5.37,4.92,5.92,5.58,18.17,30.86,32.33,31.96,30.1,,18.86,3.04,29.43,3.74,32.82,4.15,32.14,3.97,28,3.39,,17.8,21.27,21.3,18.71,,12.16,10.03,11.14,10.84,10.41,,9.62,9.19,,30.55,42.63,42.56,42.69,41.45,,17.14,3.36,28.83,3.28,30.47,3.31,30.96,3.38,29.18,2.74,,18.15,19.78,20.45,19.73,,11.84,12.07,12.48,11.65,11.14,,10.66,9.69,,,,,10.54,10.7,7.56,,,,,,97.56,96.24,1.01371571072319,1.01157697121402,0.954531394989174,105.29,105.75,0.99565011820331,0.996954790349028,0.931201550387597,1.67305907825549,1.6720901126408,1.18068609022556,1.20426329351136,0.759633458646617,0.926583721151106,1.39678372169347,0.71781015037594,1.54301833568406,1.54044489383215
"Boyer, D",Platyrrhini,Lagothrix poeppigii,,,yes,yes,,,y,y,y,n,y,y,y,n,y,y,FMNH 60104,zoo,,f/prime,8.6,5.3,5.4,5.2,5.7,5.35,21.27,27.68,30.45,30.85,28.63,,18.5,2.86,27.16,3.38,30.87,3.61,30.66,3.49,26.32,2.86,,16.13,19.73,20.05,17.09,,na,na,na,na,na,,9.08,8.5,,30.6,41.31,41.34,40.4,39.75,,15.92,2.94,28.4,3.13,29.39,3.05,29.76,3.17,26.96,2.57,,16.91,18.2,18.8,16.8,,na,na,na,na,na,,9.05,8.8,,,,,10.8,10.74,6.8,,,,,,na,na,na,0.987034035656402,0.909031198686371,na,na,na,1.02326732673267,na,na,na,na,na,0.736574746008708,na,1.40660088465464,0.740203193033382,na,na
"Boyer, D",Platyrrhini,Leontopithecus rosalia,,,,,,,y,y,y,y,y,y,y,y,y,y,AMNH M-235274,,,,4.25,2.43,,,,,13.44,18.88,22.6,20.8,17.16,,10.06,1.06,13.6,1.47,15.6,1.37,15.63,1.42,10.7,1.31,,8.79,10.7,9.75,7.02,,5.89,6.15,6.67,6.48,5.42,,4.51,4.26,,15.2,26.9,29.6,30.7,29.15,,7.28,1.16,12.3,1.4,13.61,1.63,13.38,1.46,10.84,1.47,,7.7,9.06,9.8,8.1,,3.75,6.49,7.62,6.95,6.23,,5,5.22,,,,,3.93,4.2,3.2,,,,,,55.57,52.66,1.05526015951386,1.08653846153846,0.835398230088496,59.89,60.83,0.984547098471149,0.964169381107492,0.919282511210762,1.16371681415929,1.22019230769231,0.765878378378378,0.755048859934853,0.763513513513514,0.927867757555518,2.17487141807495,0.513513513513514,1.45794392523365,1.50220750551876
"Lemelin, P",Platyrrhini,Leontopithecus rosalia,,yes,yes,yes,yes,yes,y,y,y,n,n,n,n,n,n,n,CMNH B1005,,,,nm,nm,nm,nm,nm,nm,12.4,17.66,20.76,18.97,15.35,,9.22,nm,12.68,nm,14.4,nm,12.46,nm,9.89,nm,,7.55,9.07,8.37,7.75,,nm,nm,nm,nm,nm,,nm,nm,,na,na,na,na,na,,na,na,na,na,na,na,na,na,na,na,,na,na,na,na,,na,na,na,na,na,,nm,nm,,,,,nm,nm,nm,,,,,,na,na,na,1.09435951502372,0.850674373795761,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
"Lemelin, P",Platyrrhini,Leontopithecus rosalia,,yes,yes,yes,yes,yes,y,y,y,n,n,n,n,n,n,n,CMNH B1035,,,,nm,nm,nm,nm,nm,nm,12.12,18.68,21.9,20,15.93,,9.75,nm,12.68,nm,14.88,nm,13.79,nm,10.16,nm,,8.64,10.54,9.25,6.85,,nm,nm,nm,nm,nm,,nm,nm,,na,na,na,na,na,,na,na,na,na,na,na,na,na,na,na,,na,na,na,na,,na,na,na,na,na,,nm,nm,,,,,nm,nm,nm,,,,,,na,na,na,1.095,0.852968036529681,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
"Lemelin, P",Platyrrhini,Leontopithecus rosalia,,,yes,yes,yes,yes,y,y,y,n,y,y,y,n,n,n,MCZH 3939,,,,nm,nm,nm,nm,nm,nm,12.12,17.67,20.71,18.53,14.82,,11.06,nm,13.62,nm,15.04,nm,14.09,nm,11.07,nm,,8.61,10.17,9.76,7.26,,nm,nm,nm,nm,nm,,nm,nm,,13.53,25.71,28.47,30.06,28.33,,7.6,nm,12.53,nm,13.74,nm,13.98,nm,11.21,nm,,7.62,9.24,10.04,8.34,,nm,nm,nm,nm,nm,,nm,nm,,,,,nm,nm,nm,,,,,,na,na,na,1.11764705882353,0.853211009174312,na,na,na,0.947105788423154,na,na,na,na,na,0.727432384966632,na,2.07205240174672,0.475237091675448,na,na
"Lemelin, P",Platyrrhini,Leontopithecus rosalia,,yes,yes,yes,yes,yes,y,y,y,n,n,n,n,n,n,n,NMNH 546319,,,Male,4.3,2.63,3.04,2.77,2.62,2.32,13.81,20.37,23.77,21.67,17.65,,10.16,nm,13.71,nm,15.75,nm,14.32,nm,10.89,nm,,8.49,10.59,10.2,7.31,,nm,nm,nm,nm,nm,,nm,nm,,na,na,na,na,na,,na,na,na,na,na,na,na,na,na,na,,na,na,na,na,,na,na,na,na,na,,nm,nm,,,,,nm,nm,nm,,,,,,na,na,na,1.09690816797416,0.856962557846025,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
"Lemelin, P",Platyrrhini,Leontopithecus rosalia,,yes,yes,yes,yes,yes,y,y,y,n,n,n,n,n,n,n,NMNH 546323,,,Male,4.21,2.63,3.04,2.67,2.41,2.22,12.23,18.45,22.12,19.81,16.7,,9.71,nm,13.22,nm,15.38,nm,14.27,nm,10.32,nm,,8.51,10.18,9.59,7.04,,nm,nm,nm,nm,nm,,nm,nm,,na,na,na,na,na,,na,na,na,na,na,na,na,na,na,na,,na,na,na,na,,na,na,na,na,na,,nm,nm,,,,,nm,nm,nm,,,,,,na,na,na,1.11660777385159,0.834086799276673,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
"Lemelin, P",Platyrrhini,Leontopithecus rosalia,,,yes,yes,yes,yes,y,y,y,n,y,y,y,n,n,n,RMNH 1867(8),,,Male,nm,nm,nm,nm,nm,nm,12.01,18.41,21.54,19.68,15.73,,9.67,nm,13.03,nm,14.98,nm,13.37,nm,10.01,nm,,7.97,9.83,9.27,6.33,,nm,nm,nm,nm,nm,,nm,nm,,13.78,24.74,27.28,29.26,27.69,,7.08,nm,11.62,nm,13.44,nm,13.68,nm,10.99,nm,,7.29,8.74,9.29,8.3,,nm,nm,nm,nm,nm,,nm,nm,,,,,nm,nm,nm,,,,,,na,na,na,1.09451219512195,0.854688950789229,na,na,na,0.932330827067669,na,na,na,na,na,0.789589442815249,na,2.02976190476191,0.505131964809384,na,na
"Lemelin, P",Platyrrhini,Leontopithecus rosalia,,,yes,yes,yes,yes,y,y,y,n,y,y,y,n,n,n,RMNH 9,,,,nm,nm,nm,nm,nm,nm,13.56,17.6,20.54,19.37,15.6,,9.28,nm,13.1,nm,14.99,nm,13.76,nm,10.23,nm,,8.47,9.74,9.29,7.06,,nm,nm,nm,nm,nm,,nm,nm,,13.8,24.9,27.42,29,27.54,,7.38,nm,12.21,nm,13.87,nm,13.75,nm,11.21,nm,,7.43,8.68,8.31,7.68,,nm,nm,nm,nm,nm,,nm,nm,,,,,nm,nm,nm,,,,,,na,na,na,1.06040268456376,0.856864654333009,na,na,na,0.94551724137931,na,na,na,na,na,0.7490882567469,na,1.97692862292718,0.50328227571116,na,na
,,Leontopithecus rosalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.57,52.66,1.05526015951386,1.09524698211215,0.849356826479148,59.89,60.83,0.984547098471149,0.947280809494406,0.919282511210762,1.16371681415929,1.22019230769231,0.765878378378378,0.755048859934853,0.757405899510574,0.927867757555518,2.06340358687769,0.499291211427376,1.45794392523365,1.50220750551876
"Boyer, D",Platyrrhini,Pithecia monachus,,,,,yes,yes,y,y,y,y,y,y,y,y,n,n,AMNH 75979,"Peru, Cusco, Urubamba River","from skin, fully articulated",m/prime,7.7,5.37,4.04,3.67,4.07,3.92,16.83,20.07,22.57,22.36,19.94,,12.64,2.23,17.91,2.76,22.17,3.1,22.7,3.24,17.57,2.67,,11.9,15.87,17.29,13.29,,7.89,7.41,8.37,9.22,8.13,,na,na,,25.4,34.94,37.4,39.2,39.18,,14.72,2.79,19.98,2.19,21.69,2.72,22.5,3.05,19.44,2.41,,13.96,17.2,17.8,14.02,,9.22,9.53,9.19,9.53,7.9,,na,na,,,,,7.9,8.3,5.75,,,,,,68.98,71.57,0.963811652927204,1.00939177101968,0.889233495790873,85.48,89.03,0.960125800292036,0.954081632653061,0.888,1.68542312804608,1.78846153846154,1.03983957219251,1.0280612244898,0.603475935828877,0.806972391202621,1.7242969110189,0.679144385026738,1.39697542533081,1.26104651162791
"Boyer, D",Platyrrhini,Pithecia monachus,,,,,yes,yes,y,y,y,y,y,y,y,y,n,n,AMNH 75980,"Peru, Cusco, Urubamba River","from skin, fully articulated","f/dental adult, open epiphyses",7.8,5.44,3.44,3.45,3.67,3.54,16.4,20.16,22.83,22.7,20.2,,12.62,2.08,17.02,2.67,20.07,2.84,20.84,2.92,16.94,2.67,,10.85,14.49,15.64,12.11,,7.41,5.84,6.86,7.7,6.4,,na,na,,23.95,35.52,37.15,39.4,40.2,,13.54,2.61,19.08,2.39,20.77,2.77,21.48,2.88,18.87,2.45,,13.6,15.85,16.32,12.89,,7.65,7.7,7.77,7.96,6.71,,na,na,,,,,7.81,8.16,5.08,,,,,,64.25,66.88,0.960675837320574,1.0057268722467,0.883048620236531,81.54,85.16,0.957491780178488,0.942893401015228,0.888268156424581,1.5137976346912,1.60704845814978,0.985733512786003,0.959390862944162,0.614535666218035,0.787956831003189,1.78863745787193,0.644683714670256,1.38509316770186,1.31041009463722
"Boyer, D",Platyrrhini,Pithecia monachus,,,,,yes,yes,y,y,y,y,y,y,y,y,n,n,AMNH 75981,"Peru, Cusco, Urubamba River","from skin, fully articulated","f/dental adult, open epiphyses",7.78,5.58,4.48,4.17,4.28,4.21,16.84,21.18,23.67,23.63,21.4,,13.69,1.81,19.01,2.27,22.69,2.67,23.2,2.62,18.49,2.04,,12.5,17.06,17.66,14.18,,7.37,6.6,7.55,7.88,7.02,,na,na,,25.75,38.11,40.67,42.87,43.62,,15.54,2.25,21.37,2.26,22.95,2.53,23.99,2.64,20.98,2.03,,15.07,17.19,18.07,14.45,,8.68,8.79,8.46,8.68,7.08,,na,na,,,,,7.85,8.13,5.5,,,,,,70.97,72.37,0.980654967527981,1.00169276343631,0.894803548795944,89.27,93.61,0.953637431898301,0.948682062048052,0.890787828261776,1.67934093789607,1.72915785019044,0.986968281288419,0.98110566829951,0.582001475288911,0.795003920690041,1.77211328976035,0.633144824194738,1.33001172332943,1.33507853403141
"Boyer, D",Platyrrhini,Pithecia monachus,,,,,yes,yes,y,y,y,y,y,y,y,y,n,n,AMNH 76500,"Peru, Loreto, Ucayali, Sarayacu, Ucayali River","from skin, fully articulated",m/prime,8.63,5.91,3.88,3.87,3.81,3.95,16.09,19.95,22.43,22.16,19.95,,12.58,2.35,17.73,3.05,21.28,3.3,21.47,3.17,17.28,2.8,,10.74,15.31,16.32,12.35,,6.95,6.58,7.12,7.75,7.03,,na,na,,25.49,35.6,37.58,39.08,39.78,,13.69,2.79,20.59,2.73,21.92,2.84,22.33,3.13,19.49,2.55,,13.74,15.6,16.82,13.28,,8.24,8.58,8.47,9.11,8.08,,na,na,,,,,7.86,8.7,4.93,,,,,,66.14,67.7,0.976957163958641,1.01218411552347,0.889433794025858,83.57,87.34,0.956835356079689,0.961617195496418,0.922077922077922,1.63129736959429,1.70532490974729,0.998403406067057,1.0017911975435,0.596860031931879,0.791432332176619,1.71441605839416,0.678286322511974,1.38994121489223,1.40512820512821
,,Pithecia monachus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.585,69.63,0.9705249054336,1.00724888055654,0.889129864712302,84.965,88.785,0.957022592112129,0.95181857280319,0.89728347669107,1.62746476755691,1.70749818913726,1.0027361930835,0.992587238319242,0.599218277316925,0.795341368768117,1.74986592926134,0.658814811600927,1.37550538281358,1.32791583635619
"Boyer, D",Platyrrhini,Pithecia pithecia,,,yes,yes,,,y,y,n,n,y,y,n,n,y,y,FMNH 147990,zoo,,m/prime,6.72,4.24,na,na,na,na,15.34,18.38,22.13,22.34,19.96,,12.58,1.96,17.15,1.97,21.48,2.4,21.95,2.57,17.41,1.97,,na,na,na,na,,na,na,na,na,na,,6.61,6.81,,27.37,36.24,39.05,40.4,39.84,,13.51,2.63,20.63,2.09,21.94,2.64,23.09,2.38,19.2,1.92,,na,na,na,na,,na,na,na,na,na,,6.84,7.22,,,,,7.98,7.35,5.03,,,,,,na,na,na,0.99059982094897,0.830546769091731,na,na,na,0.966584158415842,na,na,na,na,na,0.566709346991037,na,1.77985414767548,0.70089628681178,na,na
"Boyer, D",Platyrrhini,Pithecia pithecia,,,yes,yes,,,y,y,n,n,y,y,n,n,y,y,FMNH 95508,"Suriname, Nickerie",,m/prime,6.74,5.02,na,na,na,na,15.44,18.62,22.21,22.91,20.08,,11.94,2.14,17.88,2.5,21.81,2.87,22.9,2.77,18,2.38,,na,na,na,na,,na,na,na,na,na,,7.21,6.21,,25.58,34.7,37.8,40,39.6,,na,na,20.36,2.25,22.2,2.65,23.07,2.93,18.82,2.38,,na,na,na,na,,na,na,na,na,na,,7.36,8.08,,,,,7.73,7.76,5.3,,,,,,na,na,na,0.969445656918376,0.838361098604232,na,na,na,0.945,na,na,na,na,na,0.587566137566138,na,1.7027027027027,0.676719576719577,na,na
"Boyer, D",Platyrrhini,Pithecia pithecia,,,yes,yes,,,y,y,y,n,y,y,y,n,y,y,FMNH 95509,"Suriname, Nickerie",,"m/dental adult, open epiphyses",6.8,4.6,3.49,3.36,3.43,3.53,13.71,16.3,20.75,20.98,18.4,,11.17,1.84,15.89,2.18,20,2.42,21.09,2.32,15.99,2.11,,na,14.84,16.17,11.86,,na,na,na,na,na,,5.57,5.84,,23.81,33.33,36.05,37.97,36.1,,na,na,18.88,2.03,20.22,2.3,21.46,2.38,17.09,1.88,,12.5,14.95,16.33,na,,na,na,na,na,na,,6.07,6.38,,,,,7.37,7.55,4.87,,,,,,na,na,na,0.989037178265014,0.785542168674699,na,na,na,0.949433763497498,na,na,na,na,na,0.575589459084605,na,1.78288822947577,0.660471567267684,na,na
"Boyer, D",Platyrrhini,Pithecia pithecia,,,yes,yes,,,y,y,n,n,y,y,n,n,y,y,FMNH 95510,"Suriname, Nickerie",,f/prime,7.24,4.5,3.5,3.3,3.8,3.46,15.68,19.5,23.05,23.68,21.3,,na,na,18.2,2.3,21.77,2.76,22.75,2.85,18.14,2.32,,na,na,na,na,,na,na,na,na,na,,6.53,6.32,,26.24,34.6,38.2,39.2,39.13,,na,na,20.5,2.06,21.69,2.45,22.85,2.56,18.83,2.14,,na,na,na,na,,na,na,na,na,na,,6.9,7.43,,,,,7.18,7.92,4.84,,,,,,na,na,na,0.97339527027027,0.845986984815618,na,na,na,0.974489795918367,na,na,na,na,na,0.603403141361257,na,1.76118026740433,0.686910994764398,na,na
"Boyer, D",Platyrrhini,Pithecia pithecia,,,,,,,y,y,y,y,y,y,y,y,y,y,,,,,9.14,5.65,,,,,16.75,21.38,23.94,23.86,21.51,,13.37,2.87,18.15,3.66,20.79,3.78,20.99,3.79,17.18,3.22,,10.7,14.28,15.5,12.11,,8.96,5.72,6.56,7.13,6.23,,7.5,8,,23.3,37.4,38.7,39.2,41.5,,13.62,2.84,19.54,3.09,21.16,3.54,21.7,3.75,18.6,3.05,,12.2,14.5,15.57,12.34,,9.67,6.84,7.53,7.8,6.61,,7.88,7.98,,,,,7.99,8.02,5.46,,,,,,65.57,50.27,1.30435647503481,1.00335289186924,0.893065998329156,81.89,84.27,0.971757446303548,0.987244897959184,0.900460829493088,1.46491228070175,1.52933780385583,0.921447028423773,0.950765306122449,0.618604651162791,0.800708267187691,1.8289224952741,0.602067183462532,1.45588235294118,1.45931034482759
,,Pithecia pithecia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.57,50.27,1.30435647503481,0.985166163654374,0.838700603903087,81.89,84.27,0.971757446303548,0.964550523158178,0.900460829493088,1.46491228070175,1.52933780385583,0.921447028423773,0.950765306122449,0.590374547233165,0.800708267187691,1.77110956850648,0.665413121805194,1.45588235294118,1.45931034482759
"Lemelin, P",Platyrrhini,Saguinus midas,,,yes,yes,yes,yes,y,y,y,n,y,y,y,n,n,n,AIZU 7163,,,Male,nm,nm,nm,nm,nm,nm,9.33,14.09,14.89,14.08,12.11,,9.24,nm,11.12,nm,11.56,nm,11.1,nm,9.59,nm,,6.99,7.48,7.21,6.06,,nm,nm,nm,nm,nm,,nm,nm,,12.29,22.53,23.71,24.85,24.07,,7.33,nm,11.37,nm,12.11,nm,12.21,nm,10.28,nm,,6.28,7.66,7.72,6.15,,nm,nm,nm,nm,nm,,nm,nm,,,,,nm,nm,nm,,,,,,na,na,na,1.05752840909091,0.946272666218939,na,na,na,0.954124748490946,na,na,na,na,na,0.628005061155631,na,1.95788604459125,0.518346689160692,1.54545454545455,1.58093994778068
"Lemelin, P",Platyrrhini,Saguinus midas,,,yes,yes,yes,yes,y,y,y,n,y,y,y,n,n,n,AIZU 7657,,,Female,nm,nm,nm,nm,nm,nm,9.5,12.66,13.81,13.19,11.31,,8.77,nm,10.51,nm,10.8,nm,10.85,nm,9.56,nm,,6,6.98,6.87,5.87,,nm,nm,nm,nm,nm,,nm,nm,,12.11,20.39,22.32,23.69,22.47,,6.86,nm,10.79,nm,11.61,nm,11.47,nm,10.47,nm,,5.68,7.3,7.3,6.51,,nm,nm,nm,nm,nm,,nm,nm,,,,,nm,nm,nm,,,,,,na,na,na,1.0470053070508,0.916727009413469,na,na,na,0.942169691853103,na,na,na,na,na,0.618727598566308,na,1.92248062015504,0.542562724014337,1.54727793696275,1.59041095890411
"Lemelin, P",Platyrrhini,Saguinus midas,,,yes,yes,yes,yes,y,y,y,n,y,y,y,n,n,n,AIZU 7794,,,Female,nm,nm,nm,nm,nm,nm,9.65,13.74,15.07,14.55,12.26,,9.47,nm,11.18,nm,11.68,nm,11.45,nm,9.76,nm,,6.34,7.1,7.15,5.86,,nm,nm,nm,nm,nm,,nm,nm,,12.41,22.12,24,25.53,24.08,,7.13,nm,11.45,nm,12.31,nm,12.23,nm,10.99,nm,,6.1,7.41,7.59,6.68,,nm,nm,nm,nm,nm,,nm,nm,,,,,nm,nm,nm,,,,,,na,na,na,1.03573883161512,0.911745189117452,na,na,na,0.940070505287897,na,na,na,na,na,0.627916666666667,na,1.94963444354184,0.517083333333333,1.64507042253521,1.6612685560054
"Lemelin, P",Platyrrhini,Saguinus midas,,,yes,yes,yes,yes,y,y,y,n,y,y,y,n,n,n,AIZU 7823,,,Male,nm,nm,nm,nm,nm,nm,9.26,12.76,13.57,12.87,11.46,,8.83,nm,10.54,nm,10.88,nm,10.95,nm,9.1,nm,,6.03,6.87,6.98,5.97,,nm,nm,nm,nm,nm,,nm,nm,,11.83,20.38,21.65,23.29,22.33,,6.87,nm,10.55,nm,11.4,nm,11.25,nm,10.03,nm,,5.73,6.86,7.31,6.41,,nm,nm,nm,nm,nm,,nm,nm,,,,,nm,nm,nm,,,,,,na,na,na,1.05439005439005,0.940309506263817,na,na,na,0.929583512237012,na,na,na,na,na,0.626789838337183,na,1.89912280701754,0.546420323325635,1.58369723435226,1.66180758017493
"Lemelin, P",Platyrrhini,Saguinus midas,,,yes,yes,yes,yes,y,y,y,n,y,y,y,n,n,n,AIZU 8676,,,Male,nm,nm,nm,nm,nm,nm,9.97,12.48,13.34,13.18,11.32,,8.77,nm,10.68,nm,11.58,nm,11.23,nm,9.65,nm,,6.35,7.42,7.47,5.97,,nm,nm,nm,nm,nm,,nm,nm,,11.91,20.35,22.78,24.51,23.23,,7.66,nm,11.5,nm,12.47,nm,12.47,nm,10.86,nm,,6.33,7.76,7.82,6.26,,nm,nm,nm,nm,nm,,nm,nm,,,,,nm,nm,nm,,,,,,na,na,na,1.01213960546282,0.935532233883059,na,na,na,0.929416564667483,na,na,na,na,na,0.585601404741001,na,1.82678428227747,0.522827041264267,1.56064690026954,1.6069587628866
"Lemelin, P",Platyrrhini,Saguinus midas,,,yes,yes,yes,yes,y,y,y,n,y,y,y,n,n,n,MCZH 7110,,,,nm,nm,nm,nm,nm,nm,10.56,14.4,15.59,15.23,12.59,,9.16,nm,11.2,nm,12.2,nm,11.66,nm,9.7,nm,,6.53,7.46,7.11,5.91,,nm,nm,nm,nm,nm,,nm,nm,,12.4,22.4,24.64,26.16,21.86,,7.03,nm,11.57,nm,12.47,nm,12.5,nm,10.94,nm,,6.49,7.92,8.02,6.37,,nm,nm,nm,nm,nm,,nm,nm,,,,,nm,nm,nm,,,,,,na,na,na,1.0236375574524,0.923669018601668,na,na,na,0.941896024464832,na,na,na,na,na,0.632711038961039,na,1.97594226142743,0.503246753246753,1.63538873994638,1.57449494949495
"Lemelin, P",Platyrrhini,Saguinus midas,,yes,yes,yes,yes,yes,y,y,y,n,n,n,n,n,n,n,NMNH 267590,,,Male,4.6,2.76,,could not find,,,8.16,11.93,12.87,10.29,10.35,,7.87,nm,9.87,nm,10.29,nm,10.3,nm,8.74,nm,,5.65,6.35,6.32,5.56,,nm,nm,nm,nm,nm,,nm,nm,,na,na,na,na,na,,na,na,na,na,na,na,na,na,na,na,,na,na,na,na,,na,na,na,na,na,,nm,nm,,,,,nm,nm,nm,,,,,,na,na,na,1.25072886297376,0.926961926961927,na,na,na,na,na,na,na,na,na,na,na,na,na,1.62047244094488,na
"Lemelin, P",Platyrrhini,Saguinus midas,,yes,yes,yes,yes,yes,y,y,y,n,n,n,n,n,n,n,NMNH 549522,,,Male,4.62,2.96,2.35,2.03,2.14,1.56,9.4,12.68,13.94,13.61,11.22,,8.67,nm,10.2,nm,11.18,nm,10.94,nm,9.62,nm,,5.69,6.9,7.1,6.11,,nm,nm,nm,nm,nm,,nm,nm,,na,na,na,na,na,,na,na,na,na,na,na,na,na,na,na,,na,na,na,na,,na,na,na,na,na,,nm,nm,,,,,nm,nm,nm,,,,,,na,na,na,1.02424687729611,0.90961262553802,na,na,na,na,na,na,na,na,na,na,na,na,na,1.62028985507246,na
,,Saguinus midas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,1.0631769381665,0.926353771999794,#DIV/0!,#DIV/0!,#DIV/0!,0.939543507833545,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.619958601404638,#DIV/0!,1.92197507650176,0.525081144057503,1.59478725944225,1.61264679254111
"Lemelin, P",Platyrrhini,Saguinus oedipus,,,yes,yes,yes,yes,y,y,y,n,y,y,y,n,n,n,AIZU 8520,,,Male,nm,nm,nm,nm,nm,nm,10,12.65,13.63,13.38,11.42,,8.35,nm,10.75,nm,11.23,nm,11.19,nm,9.51,nm,,5.79,6.59,6.71,5.26,,nm,nm,nm,nm,nm,,nm,nm,,11.83,20.76,23.1,24.79,23.91,,6.98,nm,11.69,nm,12.48,nm,12.45,nm,11.06,nm,,5.51,7.02,7.52,6.31,,nm,nm,nm,nm,nm,,nm,nm,,,,,nm,nm,nm,,,,,,na,na,na,1.0186846038864,0.928099779897285,na,na,na,0.931827349737798,na,na,na,na,na,0.59004329004329,na,1.85096153846154,0.512121212121212,na,na
