Collector,Higher taxon,Taxon,miss mC,miss mT,miss  man-D,miss ped-D,miss_FL,miss_HL,mc,mpp,mmp,mdp,mt,ppp,pmp,pdp,h,f,Museum - Coll. #,locality,notes,Sex/age,pf-H,pf-w,m1-L,m1-W,m2-L,m2-W,hm1,hm2,hm3,hm4,hm5,m2-5 av,hpp1,hpp1-w,hpp2,hpp2-w,hpp3,hpp3-w,hpp4,hpp4-w,hpp5,hpp5-w,hpp2-5 av,hmp2,hmp3,hmp4,hmp5,hmp2-5 av,hdp1,hdp2,hdp3,hdp4,hdp5,hdp2-5 av,HU(AP),HU(ML),notes,fm1,fm2,fm3,fm4,fm5,fm2-5 av,fpp1,fpp1-w,fpp2,fpp2-w,fpp3,fpp3-w,fpp4,fpp4-w,fpp5,fpp5-w,fpp2-5 av,fmp2,fmp3,fmp4,fmp5,fmp2-5 av,fdp1,fdp2,fdp3,fdp4,fdp5,fdp2-5 av,FE(AP),FE(ML),GM,ln GM,BM,ln BM,Ast-w,CW,CD,,radius L,Ulna L,PI,BZ
"Lemelin, P",Strepsirrhini,Propithecus diadema,,,yes,,,,y,y,y,n,y,y,y,y,y,y,MCZH 5016,,,,nm,nm,nm,nm,nm,nm,25.68,36.94,43.06,43.34,42.16,,na,nm,30.26,nm,37.47,nm,40.67,nm,36.2,nm,,16.19,23.57,28.49,23.06,,na,na,na,8.73,na,,8.97,9.21,,51.25,51.3,54.25,54.41,53.16,,28.25,nm,35.3,nm,38.19,nm,41.31,nm,36.19,nm,,17.15,21.13,25.24,20.92,,18.86,15.71,12.84,11.12,10.65,,11.33,11.78,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Propithecus diadema,,,,,,,y,y,y,y,y,y,y,y,y,n,MCZH 6070-76,,,,nm,nm,nm,nm,nm,nm,21.6,32.53,38.5,39.46,37.23,,18.51,nm,26.45,nm,33.22,nm,38.47,nm,33,nm,,13.06,21.52,25.67,20.28,,9.73,6.47,9.65,10.58,9.7,,8.36,8.47,,43.48,45.53,47.94,48.73,46.69,,23.27,nm,29.93,nm,33.88,nm,37.49,nm,33.97,nm,,13.37,18.29,22.73,18.92,,15.83,11.31,8.95,na,8.5,,na,na,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Propithecus diadema,,,yes,yes,,,y,y,y,n,y,y,y,n,y,y,MNHU 44771,,,,nm,nm,nm,nm,nm,nm,23.51,33.06,38.46,39.4,38.67,,20.05,nm,25.11,nm,31.98,nm,36.71,nm,31.07,nm,,11.55,19.85,23.17,18.03,,na,na,na,na,na,,8.84,9.14,,44.29,47.48,49.02,49.81,48.96,,24.83,nm,30.47,nm,31.69,nm,35.99,nm,33.04,nm,,12.79,17.6,21.6,17.65,,,,,,,,11.43,11.04,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Propithecus diadema,,,,,,,y,y,y,y,y,y,y,y,y,y,MNHU 84294,,,,nm,nm,nm,nm,nm,nm,24.08,34.28,40.04,40.37,38.03,,20.24,nm,26.04,nm,32.77,nm,37.09,nm,32.07,nm,,13.13,20.65,25.66,19.47,,10.75,7.46,9.28,11.52,7.49,,8.95,8.21,,49.29,49.7,50.84,51.08,48.49,,25.52,nm,31.11,nm,33.28,nm,36.93,nm,32.98,nm,,14.18,18.1,22.43,17.84,,16.84,14.92,11.56,11.67,10.24,,11.1,11.11,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Propithecus diadema,,,,,,,y,y,y,y,y,y,y,y,y,y,RMNH 1876,,,,nm,nm,nm,nm,nm,nm,24.46,35.81,41.72,42.74,41.02,,22.09,nm,28.72,nm,36.62,nm,40.89,nm,36.3,nm,,15.35,22.99,27.27,22.84,,12.21,7.73,9.47,11.8,10.77,,8.56,8.65,,48.83,52.3,54.86,54.62,52.32,,26.28,nm,33.97,nm,36.23,nm,40.54,nm,36.59,nm,,15.97,20.86,25.56,21.51,,18.56,15.22,11.26,12.16,11.7,,11.59,11.36,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Propithecus diadema,,,,,,,y,y,y,y,y,y,y,y,y,y,RMNH 1877,,,Male,nm,nm,nm,nm,nm,nm,25.49,36.19,41.9,42.67,42.12,,21.74,nm,28.21,nm,35.9,nm,39.65,nm,35.08,nm,,14.76,22.38,26.56,21.58,,11.72,8.4,10.63,12.04,11.65,,8.73,8.48,,49.54,51.38,52.67,52.97,50.97,,26.89,nm,33.18,nm,34.63,nm,38.33,nm,34.27,nm,,15.67,18.42,23.95,19.7,,18.91,15.15,10.32,11.77,11.38,,10.82,10.47,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Propithecus verreauxi,,,,,,,y,y,y,y,y,y,y,y,y,y,AIZU 7255,,,,nm,nm,nm,nm,nm,nm,22.23,30.33,36.33,36.92,35.07,,18.59,nm,24.09,nm,31.55,nm,35.45,nm,29.97,nm,,12.6,20.8,23.51,17.41,,10.67,7.37,9.13,10.42,9.71,,8.91,7.84,,42.77,43.96,45.46,46.74,45.15,,23.43,nm,28.15,nm,31.28,nm,34.93,nm,30.38,nm,,13.01,16.87,21.99,16.46,,16.94,13.95,10.93,11.74,10.27,,9.53,9.91,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Propithecus verreauxi,,,,,,,y,y,y,y,y,y,y,y,y,y,AIZU AHS 1819,,,Female,nm,nm,nm,nm,nm,nm,17.99,29.06,30.81,30.44,25.76,,15.8,nm,20.07,nm,25.72,nm,27.94,nm,24.12,nm,,11.03,15.87,18.25,14.51,,9.05,5.26,6.06,8.15,6.63,,7.3,6.4,,34.38,35.05,36.7,37.69,35.52,,17.63,nm,22.85,nm,24.23,nm,26.46,nm,24.08,nm,,11.1,14.12,16.9,13.15,,13.82,12.41,8.35,8.69,8.25,,8.75,8.95,,,,,nm,nm,nm,,,,,
"Lemelin, P; Boyer, D.",Strepsirrhini,Propithecus verreauxi,,,,,,,y,y,y,y,y,y,y,y,y,y,AMNH 170463,,,,5.4,5.41,6.82,4.4,6.62,4.51,17.55,24.24,28.54,29.76,28.13,,15.34,2.77,19.9,2.29,24.65,3.07,27.44,3.41,23.34,3.02,,10.31,15.26,17.91,14.04,,8.88,6.08,7.02,7.76,6.96,,6.47,6.02,,32.34,34.15,34.35,35.49,33.39,,17.86,4.73,22.18,2.48,22.68,2.85,25.83,2.91,22.73,2.9,,10.62,13.38,16.16,13.01,,12.56,10.45,7.2,7.56,7.63,,8.92,8.58,,,,,8.2,7.25,5.4,,,,,
"Lemelin, P; Boyer, D.",Strepsirrhini,Propithecus verreauxi,,,,,,,y,y,y,y,y,y,y,y,y,y,AMNH 170491,,,Female,5.5,5,6.49,3.72,5.78,4.18,17.32,22.9,28.14,28.25,26.6,,15.91,2.61,19.57,1.71,24.86,2.18,27.23,2.51,23.55,2.22,,11.19,15.31,18.31,14.71,,8.81,6.16,7.63,7.6,7.12,,5.91,5.84,,32.74,33.2,34.11,34.44,32.49,,17.96,4.21,22.61,2.42,23.16,2.08,26.18,2.4,23.73,2.47,,11.73,14.6,15.87,13.66,,13.11,12.27,7.94,7.76,8.01,,9.15,7.9,,,,,7.81,6.47,5.59,,,,,
"Lemelin, P",Strepsirrhini,Propithecus verreauxi,,,,,,,y,y,y,y,y,y,y,y,y,y,AMNH 31255,,,,nm,nm,nm,nm,nm,nm,17.54,25.93,29.75,30.04,28.87,,16.69,nm,20.82,nm,26.78,nm,28.43,nm,24.91,nm,,11.93,17.17,20.16,15.72,,8.94,6.33,7.45,8.43,7.38,,7.12,7.71,,35.41,36.08,37.13,37.25,35.65,,18.4,nm,23.11,nm,25.13,nm,27.66,nm,24.3,nm,,11.94,14.62,17.28,14.3,,12.73,9.69,8.07,8.58,7.65,,10.08,9.57,,,,,nm,nm,nm,,,,,
"Boyer, D",Strepsirrhini,Propithecus verreauxi,,,,,,,y,y,y,y,y,y,y,y,y,y,DPC 0131,,,?,5.46,5.68,na,na,na,na,20.28,29.04,34.72,35.35,34.1,,18.3,2.98,22.66,2.54,29.66,3.67,32.47,4.03,28.86,3.41,,13.12,19.36,22.73,17.87,,10.2,6.34,8.26,9.72,8.42,,7.75,8.85,,37.27,37.74,38.81,39.84,39.6,,22.56,4.55,25.05,2.82,27.23,3.14,30.19,3.27,27.72,3.16,,13.3,16.37,18.42,16.02,,13.54,10.16,8.69,8.72,8.23,,10.87,9.66,,,,,8.11,7.89,5.74,,114.88,116.67,,
"Boyer, D",Strepsirrhini,Propithecus verreauxi,,,,,,,y,y,y,y,y,y,y,y,y,y,DPC 051,,,?,5,6.17,7.01,4.7,6.34,4.43,19.9,26.4,32.8,31.83,29.4,,17.6,2.41,21.03,2.33,26.58,2.79,30.2,3.43,27.2,3.1,,11.6,17.7,20.23,16.47,,9.8,7.23,9.1,8.23,7.24,,7.48,8.62,,37.4,39.36,39.81,40.85,39.77,,22.1,4.45,23.96,2.35,26.22,2.74,28.44,3.14,26.81,2.75,,12.61,18.61,na,na,,13.55,na,8.86,na,7.79,,10.29,9.79,,,,,8.02,7.88,6.56,,114.88,116.69,,
"Lemelin, P",Strepsirrhini,Propithecus verreauxi,,,,,,,y,y,y,y,y,y,y,y,y,y,MNHN 1932-486,,,Male,nm,nm,nm,nm,nm,nm,18.65,26.49,31.76,33.37,31.33,,16.92,nm,21.16,nm,27.19,nm,30.87,nm,26.77,nm,,10.66,16.99,19.49,15.91,,8.8,6.32,7.85,8.64,7.75,,7.5,7.22,,37.49,39.38,41.21,42.53,39.81,,19.94,nm,25.26,nm,26.4,nm,29.23,nm,26.33,nm,,11.74,14.61,17.48,14.67,,14.75,11.08,8.13,8.75,8.08,,9.54,9.77,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Propithecus verreauxi,,,,,,,y,y,y,y,y,y,y,y,y,y,MNHN 1939-330,,,Male,nm,nm,nm,nm,nm,nm,17.34,23.62,27.81,28.46,27.08,,16.41,nm,20.29,nm,25.45,nm,28.31,nm,23.62,nm,,11.18,16.1,18.09,14.29,,8.44,5.28,6.66,6.82,6.35,,6.55,6.6,,33.52,34.74,34.92,36.02,34.24,,17.79,nm,22.64,nm,24.52,nm,27.35,nm,23.84,nm,,12.33,14.83,17.07,13.66,,12.02,9.89,6.73,7.9,6.51,,9.16,8.84,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Propithecus verreauxi,,,,,,,y,y,y,y,y,y,y,y,y,y,MNHN 1961-61,,,Female,nm,nm,nm,nm,nm,nm,17.13,25.21,29.92,30.2,28.32,,16.05,nm,20.44,nm,25.04,nm,27.61,nm,24.53,nm,,9.91,14.91,16.86,13.68,,7.48,6,7.05,6.83,6.52,,6.8,5.87,,35.15,36.86,37.4,38.03,34.26,,17.28,nm,23.61,nm,25.68,nm,26.35,nm,23.18,nm,,9.66,11.98,16.31,13.33,,12.05,9.61,7.28,7.67,5.96,,9.23,8.49,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Propithecus verreauxi,,,,,,,y,y,y,y,y,y,y,y,y,y,MNHN A2839,,,,nm,nm,nm,nm,nm,nm,16.23,19.87,29.59,29.8,27.99,,15.03,nm,19.87,nm,24.57,nm,26.88,nm,23.59,nm,,10.87,15.08,17.07,13.74,,8.03,5.8,6.83,7.14,6.93,,6.15,5.14,,33.44,36.52,36.93,37.55,34.65,,17.35,nm,22.7,nm,23.73,nm,25.46,nm,22.5,nm,,13.37,12.64,13.97,12.65,,12.47,9.32,7.46,7.54,6.56,,8.56,7.85,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Propithecus verreauxi,,,yes,yes,,,y,y,y,n,y,y,n,n,y,y,MNHU 35323,,,Male,nm,nm,nm,nm,nm,nm,16.77,25.36,29.94,30.5,29.42,,14.88,nm,19.75,nm,24.65,nm,28.15,nm,24.45,nm,,11.28,15.55,18.4,15.17,,,,,,,,7.83,6.54,,33.65,35.83,37.87,37.8,35.99,,17.73,nm,23.29,nm,23.81,nm,27.15,nm,24.58,nm,,10.8,na,na,na,,na,na,na,na,na,,9.39,8.92,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Propithecus verreauxi,,,,,,,y,y,y,y,y,y,y,y,y,y,MNHU 5648,,,,nm,nm,nm,nm,nm,nm,19,28.28,32.28,33.18,31.47,,16.85,nm,21.52,nm,27.11,nm,30.16,nm,26.15,nm,,10.57,16.26,19.49,15.08,,9.64,7.19,8.68,9.58,8.71,,8.61,7.52,,39.34,40.01,41.01,42.92,41.16,,19.98,nm,24.54,nm,27.35,nm,29.83,nm,26.51,nm,,11.32,13.97,17.99,15.29,,14.16,13.94,9.68,9.18,8.97,,10.51,10.89,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Propithecus verreauxi,,,,,,,y,y,y,y,y,y,y,y,y,y,MNNH 1932-486bis,,,Male,nm,nm,nm,nm,nm,nm,19.31,28.82,33.58,33.93,32.21,,17.05,nm,22.82,nm,28.67,nm,31.32,nm,26.66,nm,,12.54,17.97,20.43,15.78,,9.89,6.98,8.73,9.5,8.17,,7.14,7.4,,38.27,39.82,40.1,41.27,39.17,,20.42,nm,26.26,nm,27.8,nm,30.16,nm,26.71,nm,,13.06,15.26,18.12,14.71,,14.32,13.51,9.2,9.21,8.69,,9.85,9.95,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Varecia variegata,,,,,,,y,y,y,y,y,y,y,y,y,y,AMNH 201384,,,,7.34,7.46,7.95,4.74,6.39,4.53,16.31,27.24,28.59,27.27,24.8,,15.21,3.54,22.1,3.13,24.48,3.52,24.9,3.5,21.75,3.21,,13.39,15.21,15.44,13.66,,7.15,6.73,6.97,7.19,6.54,,8.19,7.7,,27.46,34.98,34.22,33.7,31.14,,15.18,4.69,21.86,2.44,24.2,3.23,25.63,3.11,23.4,3.17,,10.68,13.73,15.48,14.02,,8.99,10.6,7.92,7.33,7.2,,8.81,8.67,,,,,8.2,9.13,5.9,,,,,
"Lemelin, P",Strepsirrhini,Varecia variegata,,,,,,,y,y,y,y,y,y,y,y,y,y,AMNH 22897,,,,8.21,6.9,7.15,4.78,6.64,4.74,16.57,27.21,29.47,28,25.83,,15.16,nm,22.88,nm,25.42,nm,26,nm,22.52,nm,,14.36,15.44,16.71,14.16,,7.37,6.84,7.02,7.03,6.45,,8.46,7.55,,28.78,35.96,35.27,34.17,32.36,,15.07,nm,21.79,nm,23.22,nm,25.32,nm,23,nm,,10.88,15.84,16.16,14.03,,9.47,8.92,7.37,7.23,7,,8.87,8.96,,,,,7.63,na,na,,,,,
"Lemelin, P",Strepsirrhini,Varecia variegata,,,,,,,y,y,y,y,y,y,y,y,y,y,CMNH 1382,,,,nm,nm,nm,nm,nm,nm,15.48,26.91,28.32,26.94,24.9,,15.8,nm,21.78,nm,24.47,nm,24.98,nm,21.71,nm,,14.13,15.47,16.93,14.94,,7.24,6.23,7.34,7.32,6.97,,8.69,8.01,,27.8,33.1,33.72,33.69,31.47,,na,nm,21.27,nm,23.46,nm,25.06,nm,23.02,nm,,11.05,14.85,16.84,15.16,,na,9.92,7.23,na,na,,9.82,8.72,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Varecia variegata,,,yes,yes,,,y,y,y,n,y,y,y,n,y,y,MCZH 59276,,,,nm,nm,nm,nm,nm,nm,16.7,27.31,28.72,27.26,24.64,,14.95,nm,21.71,nm,23.76,nm,24.38,nm,21.36,nm,,12.87,14.71,15.58,13.89,,6.85,na,na,na,na,,8.62,8.27,,28.27,34.64,34.4,33.26,30.62,,15.3,nm,22.11,nm,22.96,nm,23.76,nm,20.98,nm,,11.08,14.02,15.24,13.98,,8.71,9.07,,,,,10.06,9.11,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Varecia variegata,,,,,,,y,y,y,y,y,y,y,y,y,y,MNHN 1896-286,,,Male,nm,nm,nm,nm,nm,nm,15.64,25.51,26.94,25.74,23.55,,14.71,nm,22.15,nm,25.55,nm,25.9,nm,21.59,nm,,13.93,17.1,17.54,14.69,,6.27,5.91,6.89,6.95,5.85,,6.88,6.84,,28.03,34.37,33.53,32.71,30.38,,15.2,nm,21.68,nm,23.61,nm,25.71,nm,22.32,nm,,11.45,15.28,15.95,14.67,,8.99,8.37,7.29,7.04,6.68,,8.26,7.88,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Varecia variegata,,,,,,,y,y,y,y,y,y,y,y,y,y,MNHN 1908-215,,,,nm,nm,nm,nm,nm,nm,16.01,26.1,26.9,26.3,24.54,,14.96,nm,22.17,nm,24.54,nm,25.07,nm,21.8,nm,,12.85,15.57,16.31,13.42,,6.87,6.25,7.14,6.91,6.47,,7.84,7.29,,26.77,34.42,32.77,31.77,30.36,,14.42,nm,21.27,nm,23.45,nm,24.81,nm,21.96,nm,,10.38,14.26,15.49,13.3,,9.36,8.07,6.99,7.3,6.47,,8.15,8.61,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Varecia variegata,,,,,,,y,y,y,y,y,y,y,y,y,y,MNHN 1934-596,,,,nm,nm,nm,nm,nm,nm,16.23,27.46,28.4,27.25,25.36,,15.44,nm,22.14,nm,25.27,nm,26,nm,21.74,nm,,13.48,15.65,15.75,13.79,,7.14,5.92,6.92,6.59,6.19,,8.24,7.23,,27.77,34.82,33.82,33.62,32.09,,15.6,nm,21.4,nm,23.6,nm,25.15,nm,22.46,nm,,11.18,14.02,15.43,13.82,,8.69,12.34,7.35,7.34,6.49,,8.36,8.94,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Varecia variegata,,,,yes,,,y,y,y,y,y,y,y,n,y,y,MNHN 1948-13,,,Female,nm,nm,nm,nm,nm,nm,16.25,26.33,27.55,26.53,23.72,,15.72,nm,23.15,nm,25.63,nm,25.78,nm,21.83,nm,,13.32,15.63,16.58,13.5,,7.48,6.58,6.98,7.45,6.12,,7.63,7.58,,29.1,34.97,34.57,34.03,31.53,,15.63,nm,22.95,nm,24.32,nm,25.87,nm,22.8,nm,,11.6,14.46,15.85,14.04,,9.63,na,na,7.36,6.84,,8.91,9.12,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Varecia variegata,,,,,,,y,y,y,y,y,y,y,y,y,y,MNHN A3918,,,Female,nm,nm,nm,nm,nm,nm,16.47,27.24,28.27,27.72,25.31,,16.09,nm,23.73,nm,27.02,nm,27.59,nm,23.15,nm,,14.69,17.46,17.95,14.66,,7.71,6.63,7.51,7.95,7.1,,7.86,7.78,,29.64,36.28,35.33,34.8,32.25,,15.94,nm,23.23,nm,25.68,nm,27,nm,23.49,nm,,12.03,15.34,17.03,14.59,,10.02,9.94,8.44,na,7.56,,8.67,9.04,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Varecia variegata,,,,,,,y,y,y,y,y,y,y,y,y,y,RMNH 1867,,,,nm,nm,nm,nm,nm,nm,15.22,25.63,26.49,25.45,22.72,,15.05,nm,21.8,nm,24.37,nm,24.83,nm,20.95,nm,,13.45,14.83,16.2,13.64,,7.21,6.55,6.99,7.3,6.04,,7.26,7.23,,27.3,34.12,32.97,31.7,28.87,,14.82,nm,20.89,nm,22.99,nm,24.66,nm,21.37,nm,,11.37,13.82,15.3,13.34,,8.79,8.63,7.36,7.58,7.11,,8.69,7.94,,,,,nm,nm,nm,,,,,
"Boyer, D",Strepsirrhini,Varecia variegata rubra,,,,,,,y,y,y,y,y,y,y,y,y,y,DPC 096,,,m/prime,7.4,7.5,na,na,na,na,16,27.8,28.99,26.8,24.7,,16.35,3.7,22.8,3.15,24.8,3.35,25.55,3.48,21.5,3.04,,12.8,15.16,14.95,13.64,,7.79,6.35,6.8,7.2,6.8,,7.6,7.9,,29.9,32.68,33.66,32.96,31.2,,15.6,4.8,21.9,2.9,22.69,3.09,24.23,3.16,21,2.9,,10.6,12.7,14.7,13.3,,9.4,10,7.3,7.3,6.9,,9.4,7.8,,,,,6.9,7.9,6.8,,,,,
"Boyer, D",Strepsirrhini,Varecia variegata variegata,,,,,,,y,y,y,y,y,y,y,y,y,y,DPC 049,,,,7.8,7.4,na,na,na,na,16.8,28.2,30.1,29.3,25.5,,16.4,3.74,23.5,3.1,26.61,3.23,26.63,3.29,23.82,3.03,,13.9,15.6,16.3,14,,7.8,7.2,7.7,7.5,6.9,,8,7.4,,31.2,35.2,34.3,33.2,32.4,,17.2,4.6,24.6,2.75,25.1,3.14,27.8,2.9,24.9,2.8,,11.3,13.7,15.2,14.6,,9.4,11.5,8.5,7.7,7,,8.4,7.6,,,,,7.7,8,5.8,,,,,
"Lemelin, P",Tarsiiforms,Tarsius bancanus,,,,,,,y,y,y,y,y,y,y,y,y,y,BMNH 1878-3045,,,,nm,nm,nm,nm,nm,nm,8.31,12.65,13.56,11.34,8.25,,7.48,nm,13.29,nm,15.6,nm,13.49,nm,9.79,nm,,8.68,10.91,9.84,7.14,,3.66,3.02,2.98,3.17,2.7,,2.46,2.32,,12.56,11.1,13.58,13.24,11.83,,7.44,nm,9.14,nm,10.65,nm,12.59,nm,10.86,nm,,4.62,5.13,8.96,7.27,,3.58,4.69,3.24,3.29,3.03,,3.15,2.5,,,,,nm,nm,nm,,,,,
"Lemelin, P",Tarsiiforms,Tarsius bancanus,,,,,,,y,y,y,y,y,y,y,y,y,y,CMNH B1156,,,,nm,nm,nm,nm,nm,nm,7.69,11.44,12.09,9.76,6.97,,7.05,nm,12.83,nm,14.85,nm,12.9,nm,8.46,nm,,8.71,11.73,9.67,6.41,,3.38,3.3,2.42,2.88,2.43,,2.02,2.15,,10.18,10.26,11.28,10.91,9.4,,6.92,nm,7.63,nm,9.98,nm,12.35,nm,9.56,nm,,4.41,5.27,9.79,6.37,,3.46,3.33,3.05,3.01,2.65,,3.09,2.48,,,,,nm,nm,nm,,,,,
"Lemelin, P",Tarsiiforms,Tarsius bancanus,,,yes,,,,y,y,y,n,y,y,y,y,y,y,CMNH B1229,,,,nm,nm,nm,nm,nm,nm,7.99,11.5,12.46,10.4,7.58,,6.61,nm,12.32,nm,14.63,nm,13.05,nm,8.88,nm,,8.76,11.08,9.71,6.62,,3.46,3.12,na,na,2.42,,2.09,2.36,,11.82,10.61,12.73,12.45,10.54,,7.17,nm,7.37,nm,10.11,nm,12.11,nm,9.51,nm,,5.81,4.97,8.75,6.53,,3.42,3.77,2.88,na,2.57,,3.13,2.42,,,,,nm,nm,nm,,,,,
"Lemelin, P",Tarsiiforms,Tarsius bancanus,,,,,,,y,y,y,y,y,y,y,y,y,y,CMNH B135,,,,nm,nm,nm,nm,nm,nm,8.24,11.39,12.5,10.55,7.97,,7.36,nm,12.99,nm,15.61,nm,13.98,nm,9.5,nm,,9.38,11.32,10.29,7.16,,3.88,1.84,2.67,3.1,2.57,,2.53,2.52,,12.04,10.59,12.8,12.78,11.02,,7.48,nm,8.87,nm,10.31,nm,13.04,nm,10.95,nm,,4.93,5.5,9.21,7.22,,3.64,3.42,2.79,2.85,2.74,,3.14,2.45,,,,,nm,nm,nm,,,,,
"Lemelin, P",Tarsiiforms,Tarsius bancanus,,yes,yes,yes,,,y,n,y,y,n,n,n,n,y,y,FMNH 76858,,,Male,nm,nm,nm,nm,nm,nm,8.17,11.34,11.95,10.44,7.43,,7.08,nm,11.99,nm,na,nm,12.43,nm,8.58,nm,,8.45,10.6,9.92,7.07,,3.88,2.95,3.83,3.1,3.11,,2.45,2.23,,na,na,na,na,na,,na,na,na,na,na,na,na,na,na,na,,na,na,na,na,,na,na,na,na,na,,3.01,2.46,,,,,nm,nm,nm,,,,,
"Lemelin, P",Tarsiiforms,Tarsius bancanus,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 76859,,,Male,nm,nm,nm,nm,nm,nm,7.93,11.57,12.31,10.49,7.47,,6.87,nm,na,nm,13.96,nm,12.55,nm,8.53,nm,,8.68,10.77,9.86,6.86,,3.98,3.11,3.57,3.24,2.5,,2.56,2.42,,12,10.94,12.79,12.16,10.51,,6.89,nm,8.23,nm,10.05,nm,11.45,nm,9.36,nm,,4.16,4.84,8.38,6.57,,3.67,3.82,3.91,3.12,2.9,,3.38,2.68,,,,,nm,nm,nm,,,,,
"Lemelin, P",Tarsiiforms,Tarsius bancanus,,,,,,,y,y,y,y,y,y,y,y,y,y,MCZH 6023,,,,nm,nm,nm,nm,nm,nm,7.28,10,10.78,8.93,6.53,,6.49,nm,10.58,nm,12.31,nm,11.03,nm,7.66,nm,,7.46,8.67,7.96,5.55,,3.34,na,2.78,2.64,2.44,,2.25,2.32,,11.39,9.67,11.63,11.5,9.85,,6.7,nm,9.96,nm,11.81,nm,11.28,nm,8.72,nm,,5.79,9.44,7.94,5.87,,4.03,4.29,5.6,2.54,2.42,,2.87,2.44,,,,,nm,nm,nm,,,,,
"Lemelin, P",Tarsiiforms,Tarsius bancanus,,,yes,,,,y,y,y,n,y,y,y,y,y,y,NMNH 546331,,,Male,3.58,1.61,,could not find,,,7.14,10.81,11.18,9.53,6.84,,6.42,nm,11.37,nm,13.33,nm,11.83,nm,7.94,nm,,7.25,10.23,8.44,6.14,,3.07,2.7,na,na,2.68,,2.04,1.93,,10.95,10.79,12.7,12,10.48,,6.87,nm,8.21,nm,9.46,nm,10.94,nm,8.66,nm,,4.35,4.7,na,6.31,,na,4.5,3.17,na,na,,2.88,2.33,,,,,nm,nm,nm,,,,,
"Lemelin, P",Tarsiiforms,Tarsius bancanus,,,yes,,,,y,y,y,n,y,y,y,y,y,y,NMNH 546332,,,,3.52,1.68,,could not find,,,7.86,11.18,11.47,9.67,7.4,,7.01,nm,12.54,nm,13.75,nm,12.35,nm,8.75,nm,,8.52,10.36,9.52,6.49,,3.06,2.85,na,na,2.78,,2.26,1.96,,11.9,10.94,12.5,12.05,10.49,,7.26,nm,8.53,nm,9.99,nm,11.46,nm,9.27,nm,,4.48,5.16,7.93,6.44,,3.28,5.42,3.11,na,2.93,,2.99,2.25,,,,,nm,nm,nm,,,,,
"Lemelin, P",Tarsiiforms,Tarsius bancanus,,,yes,,,,y,y,n,n,y,y,y,y,y,y,NMNH 574133,,,Female,3.99,1.84,3.12,2.42,3.38,2.57,7.53,10.97,11.26,9.87,7.36,,6.98,nm,11.73,nm,13.06,nm,12.1,nm,na,nm,,7.83,na,8.84,na,,na,2.78,na,2.75,na,,1.99,1.95,,10.9,10.69,12.12,11.66,10.17,,6.53,nm,8.12,nm,8.93,nm,11.08,nm,8.93,nm,,4.32,4.92,na,6.1,,3.67,3.92,3.5,na,2.62,,2.74,2.22,,,,,nm,nm,nm,,,,,
"Lemelin, P",Tarsiiforms,Tarsius bancanus,,,,,yes,yes,y,y,y,y,y,y,y,y,n,n,RMNH 14556,,,,nm,nm,nm,nm,nm,nm,7.1,10.2,11,9.15,6.55,,7.15,nm,12.8,nm,14.4,nm,12.75,nm,8.6,nm,,7.3,7.9,8,6,,3.85,2.6,2.9,2.85,2.3,,na,na,,10.9,10.4,11.75,11.55,10.05,,6.55,nm,8.1,nm,9.6,nm,11.7,nm,9.4,nm,,3.3,4.45,7.1,4.85,,3.45,2.9,2.4,2.75,2.6,,na,na,,,,,nm,nm,nm,,,,,
